,Name,Department,EOW,Cause of Death,Date,Year,Canine,Department Name,State
11166,Policeman Virgilio Camacho-Reyes,"Puerto Rico Police Department, PR","Monday, October 30, 1950",Gunfire,1950-10-30,1950,False,Puerto Rico Police Department, PR
11167,Policeman Luis Rivera-Cardona,"Puerto Rico Police Department, PR","Monday, October 30, 1950",Gunfire,1950-10-30,1950,False,Puerto Rico Police Department, PR
11168,Policeman Dionisio Rivera-Yolistruck,"Puerto Rico Police Department, PR","Monday, October 30, 1950",Gunfire,1950-10-30,1950,False,Puerto Rico Police Department, PR
11169,Corporal Ramon Robles-Castillo,"Puerto Rico Police Department, PR","Monday, October 30, 1950",Gunfire,1950-10-30,1950,False,Puerto Rico Police Department, PR
11170,Lieutenant Ramon Villanueva-Moro,"Puerto Rico Police Department, PR","Monday, October 30, 1950",Gunfire,1950-10-30,1950,False,Puerto Rico Police Department, PR
11171,Officer Leslie William Coffelt,"White House Police Force, US","Wednesday, November 1, 1950",Gunfire,1950-11-01,1950,False,White House Police Force, US
11172,Police Officer Robert H. Morgan,"Long Beach Police Department, CA","Thursday, November 2, 1950",Motorcycle accident,1950-11-02,1950,False,Long Beach Police Department, CA
11173,Deputy Sheriff Joseph Anthony Tiano,"Harrison County Sheriff's Office, WV","Saturday, November 11, 1950",Automobile accident,1950-11-11,1950,False,Harrison County Sheriff's Office, WV
11174,Officer John J. Covalesk,"San Jose Police Department, CA","Wednesday, November 15, 1950",Gunfire,1950-11-15,1950,False,San Jose Police Department, CA
11175,"Police Officer Andreas Mellert, Jr.","Detroit Police Department, MI","Friday, November 17, 1950",Gunfire,1950-11-17,1950,False,Detroit Police Department, MI
11176,Police Officer Oscar Theodore Peterson,"Poplar Police Department, MT","Saturday, November 18, 1950",Gunfire,1950-11-18,1950,False,Poplar Police Department, MT
11177,Undersheriff Alfred E. Jacka,"Barton County Sheriff's Office, KS","Tuesday, November 28, 1950",Electrocuted,1950-11-28,1950,False,Barton County Sheriff's Office, KS
11178,Police Officer John F. Galler,"Newark Police Department, NJ","Tuesday, November 28, 1950",Heart attack,1950-11-28,1950,False,Newark Police Department, NJ
11179,Sheriff Jacob W. Boelens,"Labette County Sheriff's Office, KS","Sunday, December 3, 1950",Automobile accident,1950-12-03,1950,False,Labette County Sheriff's Office, KS
11180,Lieutenant Primitivo Casiano-Jusino,"Puerto Rico Police Department, PR","Tuesday, December 5, 1950",Gunfire,1950-12-05,1950,False,Puerto Rico Police Department, PR
11181,Captain Daniel Waters,"Saginaw Police Department, MI","Friday, December 8, 1950",Gunfire,1950-12-08,1950,False,Saginaw Police Department, MI
11182,Deputy Sheriff Esther Lafayette Lewis,"Cumberland County Sheriff's Office, NC","Saturday, December 9, 1950",Gunfire,1950-12-09,1950,False,Cumberland County Sheriff's Office, NC
11183,Sergeant Clarence Dietzel,"Saginaw Police Department, MI","Sunday, December 10, 1950",Gunfire,1950-12-10,1950,False,Saginaw Police Department, MI
11184,Patrolman James Walter Todd,"Savannah Police Department, GA","Tuesday, December 12, 1950",Motorcycle accident,1950-12-12,1950,False,Savannah Police Department, GA
11185,Border Patrol Inspector Richard David Clarke,"United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US","Monday, December 18, 1950",Stabbed,1950-12-18,1950,False,United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US
11186,Corporal Harold F. Myers,"New York State Police, NY","Tuesday, December 19, 1950",Automobile accident,1950-12-19,1950,False,New York State Police, NY
11187,Wildlife Officer James R. Fields,"Florida Game and Fresh Water Fish Commission, FL","Sunday, December 24, 1950",Gunfire,1950-12-24,1950,False,Florida Game and Fresh Water Fish Commission, FL
11188,Deputy Sheriff Winnie Austin Hansen,"Clark County Sheriff's Office, NV","Tuesday, December 26, 1950",Struck by vehicle,1950-12-26,1950,False,Clark County Sheriff's Office, NV
11189,Patrolman Marvin R. Morton,"New Orleans Police Department, LA","Friday, December 29, 1950",Automobile accident,1950-12-29,1950,False,New Orleans Police Department, LA
11190,Sergeant Thomas W. Stroud,"Salt Lake City Police Department, UT","Friday, January 5, 1951",Gunfire (Accidental),1951-01-05,1951,False,Salt Lake City Police Department, UT
11191,Police Officer Roland W. Morgan,"Baltimore City Police Department, MD","Saturday, January 6, 1951",Vehicular assault,1951-01-06,1951,False,Baltimore City Police Department, MD
11192,Deputy Sheriff Burtice W. Wickstrum,"Maricopa County Sheriff's Office, AZ","Monday, January 8, 1951",Automobile accident,1951-01-08,1951,False,Maricopa County Sheriff's Office, AZ
11193,Investigator Otis John Whan,"Illinois Department of Conservation - Division of Law Enforcement, IL","Tuesday, January 16, 1951",Drowned,1951-01-16,1951,False,Illinois Department of Conservation - Division of Law Enforcement, IL
11194,Deputy Sheriff Raymond Leach,"Scioto County Sheriff's Office, OH","Friday, January 26, 1951",Automobile accident,1951-01-26,1951,False,Scioto County Sheriff's Office, OH
11195,Police Officer Cleo Chrest,"Manhattan Police Department, KS","Saturday, January 27, 1951",Automobile accident,1951-01-27,1951,False,Manhattan Police Department, KS
11196,Special Agent Don E. Gresham,"Tennessee Department of Finance and Taxation - Alcohol Tax Unit, TN","Sunday, January 28, 1951",Gunfire,1951-01-28,1951,False,Tennessee Department of Finance and Taxation - Alcohol Tax Unit, TN
11197,Sergeant Wesley Rosette,"Colorado State Patrol, CO","Wednesday, January 31, 1951",Automobile accident,1951-01-31,1951,False,Colorado State Patrol, CO
11198,Corporal David Leroy Dexter,"United States Army Military Police Corps, US","Sunday, February 4, 1951",Vehicular assault,1951-02-04,1951,False,United States Army Military Police Corps, US
11199,Trooper Arthur Paul Goetting,"Illinois State Police, IL","Sunday, February 4, 1951",Struck by train,1951-02-04,1951,False,Illinois State Police, IL
11200,"Officer Willis Wood ""Johnny"" Sides","Dallas Police Department, TX","Wednesday, February 7, 1951",Gunfire,1951-02-07,1951,False,Dallas Police Department, TX
11201,Captain Charles J. Ogle,"Sacramento County Sheriff's Department, CA","Monday, February 12, 1951",Automobile accident,1951-02-12,1951,False,Sacramento County Sheriff's Department, CA
11202,Trooper Robert Ranaker Miller,"Kentucky State Police, KY","Wednesday, February 14, 1951",Automobile accident,1951-02-14,1951,False,Kentucky State Police, KY
11203,"Police Officer Leroy Joseph LaFleur, Sr.","Miami Police Department, FL","Friday, February 16, 1951",Gunfire,1951-02-16,1951,False,Miami Police Department, FL
11204,Constable Luther T. Hardison,"Coral Gables Police Department, FL","Saturday, February 17, 1951",Gunfire,1951-02-17,1951,False,Coral Gables Police Department, FL
11205,Military Police Officer Richard L. Straits,"United States Army Military Police Corps, US","Monday, February 19, 1951",Automobile accident,1951-02-19,1951,False,United States Army Military Police Corps, US
11206,Chief of Police Pryor Martin,"Eminence Police Department, KY","Sunday, February 25, 1951",Gunfire,1951-02-25,1951,False,Eminence Police Department, KY
11207,Detective Charles E. Hefner,"Lima Police Department, OH","Tuesday, February 27, 1951",Gunfire,1951-02-27,1951,False,Lima Police Department, OH
11208,Police Officer James H. Brigman,"Miami Police Department, FL","Wednesday, February 28, 1951",Automobile accident,1951-02-28,1951,False,Miami Police Department, FL
11209,Corrections Officer Victor Viteritto,"New Jersey Department of Corrections, NJ","Wednesday, February 28, 1951",Stabbed,1951-02-28,1951,False,New Jersey Department of Corrections, NJ
11210,Police Officer John Stanley Gordon,"Philadelphia Police Department, PA","Wednesday, February 28, 1951",Heart attack,1951-02-28,1951,False,Philadelphia Police Department, PA
11211,Patrolman James Woodard McLaurin,"Fayetteville Police Department, NC","Friday, March 2, 1951",Motorcycle accident,1951-03-02,1951,False,Fayetteville Police Department, NC
11212,Sergeant Corwin L. McConkey,"Illinois State Police, IL","Thursday, March 8, 1951",Gunfire,1951-03-08,1951,False,Illinois State Police, IL
11213,Detective Ralph O. Marmolejo,"El Paso Police Department, TX","Saturday, March 17, 1951",Gunfire,1951-03-17,1951,False,El Paso Police Department, TX
11214,Police Officer Donald O. Nielson,"Oakland Police Department, CA","Sunday, March 25, 1951",Motorcycle accident,1951-03-25,1951,False,Oakland Police Department, CA
11215,Patrolman Earl V. Anderson,"East St. Louis Police Department, IL","Sunday, March 25, 1951",Automobile accident,1951-03-25,1951,False,East St. Louis Police Department, IL
11216,Patrolman Donald T. McHale,"Minneapolis Police Department, MN","Sunday, March 25, 1951",Assault,1951-03-25,1951,False,Minneapolis Police Department, MN
11217,Constable Sam Linn,"Graysville Police Department, AL","Wednesday, April 4, 1951",Gunfire,1951-04-04,1951,False,Graysville Police Department, AL
11218,Chief of Police S. R. Howton,"Graysville Police Department, AL","Wednesday, April 4, 1951",Gunfire,1951-04-04,1951,False,Graysville Police Department, AL
11219,Policeman Thomas Jefferson Kennedy,"Los Angeles Police Department, CA","Thursday, April 5, 1951",Motorcycle accident,1951-04-05,1951,False,Los Angeles Police Department, CA
11220,Trooper Millard R. Courtney,"Illinois State Police, IL","Wednesday, April 11, 1951",Struck by train,1951-04-11,1951,False,Illinois State Police, IL
11221,"Sheriff Edward Porter, Jr.","Marion County Sheriff's Office, FL","Friday, April 13, 1951",Gunfire,1951-04-13,1951,False,Marion County Sheriff's Office, FL
11222,Constable Willis Bernice Herrington,"Simpson County Sheriff's Department, MS","Friday, April 13, 1951",Gunfire,1951-04-13,1951,False,Simpson County Sheriff's Department, MS
11223,Trooper Clyde A. Wehunt,"Georgia State Patrol, GA","Friday, April 20, 1951",Automobile accident,1951-04-20,1951,False,Georgia State Patrol, GA
11224,Trooper Herbert E. Nixon,"Mississippi Department of Public Safety - Highway Patrol, MS","Sunday, April 22, 1951",Automobile accident,1951-04-22,1951,False,Mississippi Department of Public Safety - Highway Patrol, MS
11225,Police Officer Neil Krantz,"Flint Police Department, MI","Tuesday, April 24, 1951",Automobile accident,1951-04-24,1951,False,Flint Police Department, MI
11226,Patrolman Harold K. Randolph,"New York City Police Department, NY","Saturday, May 12, 1951",Gunfire,1951-05-12,1951,False,New York City Police Department, NY
11227,Chief of Police Leonard J. Floyd,"Boaz Police Department, AL","Thursday, May 17, 1951",Gunfire,1951-05-17,1951,False,Boaz Police Department, AL
11228,Sheriff E. M. Boyles,"Marshall County Sheriff's Department, AL","Thursday, May 17, 1951",Gunfire,1951-05-17,1951,False,Marshall County Sheriff's Department, AL
11229,Chief Deputy Sheriff Washington May Bennett,"Marshall County Sheriff's Department, AL","Friday, May 18, 1951",Gunfire,1951-05-18,1951,False,Marshall County Sheriff's Department, AL
11230,Detective Cornelius W. White,"Tulsa Police Department, OK","Friday, May 18, 1951",Gunfire,1951-05-18,1951,False,Tulsa Police Department, OK
11231,Sergeant Owen T. Farley,"Salt Lake City Police Department, UT","Wednesday, May 23, 1951",Gunfire,1951-05-23,1951,False,Salt Lake City Police Department, UT
11232,Trooper Emil J. Bock,"New Jersey State Police, NJ","Saturday, May 26, 1951",Motorcycle accident,1951-05-26,1951,False,New Jersey State Police, NJ
11233,Police Officer Louis J. Champa,"Pensacola Police Department, FL","Sunday, May 27, 1951",Automobile accident,1951-05-27,1951,False,Pensacola Police Department, FL
11234,Trooper Raymond B. Wilhelm,"Delaware State Police, DE","Wednesday, May 30, 1951",Automobile accident,1951-05-30,1951,False,Delaware State Police, DE
11235,Officer Lynwood N. Newcomer,"Hagerstown Police Department, MD","Sunday, June 3, 1951",Electrocuted,1951-06-03,1951,False,Hagerstown Police Department, MD
11236,Marshal Gordon Lunsford,"Chesapeake Police Department, OH","Sunday, June 3, 1951",Gunfire,1951-06-03,1951,False,Chesapeake Police Department, OH
11237,Constable Lester Kenneth Setser,"Decatur Police Department, AR","Tuesday, June 5, 1951",Gunfire,1951-06-05,1951,False,Decatur Police Department, AR
11238,Sergeant William M. Sheppard,"Chatham County Police Department, GA","Saturday, June 9, 1951",Gunfire,1951-06-09,1951,False,Chatham County Police Department, GA
11239,Patrolman Henry Crosby Smith,"Stockbridge Police Department, MA","Sunday, June 10, 1951",Heart attack,1951-06-10,1951,False,Stockbridge Police Department, MA
11240,Policeman Olimpio Rodriguez-Merced,"Puerto Rico Police Department, PR","Tuesday, June 12, 1951",Gunfire,1951-06-12,1951,False,Puerto Rico Police Department, PR
11241,Corporal Arthur M. Diffendale,"New York State Police, NY","Thursday, June 14, 1951",Gunfire,1951-06-14,1951,False,New York State Police, NY
11242,Officer Bernard Green,"Ontario Police Department, CA","Friday, June 15, 1951",Vehicular assault,1951-06-15,1951,False,Ontario Police Department, CA
11243,Officer Owen Flack,"Hopkinsville Police Department, KY","Sunday, June 17, 1951",Gunfire,1951-06-17,1951,False,Hopkinsville Police Department, KY
11244,Patrolman Andrew P. B. Forbes,"Roselle Police Department, NJ","Friday, June 22, 1951",Motorcycle accident,1951-06-22,1951,False,Roselle Police Department, NJ
11245,Policeman Julio Rodriguez-Torres,"Puerto Rico Police Department, PR","Saturday, June 23, 1951",Accidental,1951-06-23,1951,False,Puerto Rico Police Department, PR
11246,Trooper Theo Cobb,"Oklahoma Highway Patrol, OK","Sunday, June 24, 1951",Struck by vehicle,1951-06-24,1951,False,Oklahoma Highway Patrol, OK
11247,Patrolman Wayne E. Jones,"Terre Haute Police Department, IN","Monday, June 25, 1951",Automobile accident,1951-06-25,1951,False,Terre Haute Police Department, IN
11248,Officer Clarence G. Snorden,"Indianapolis Police Department, IN","Tuesday, June 26, 1951",Gunfire,1951-06-26,1951,False,Indianapolis Police Department, IN
11249,Patrolman John J. Ronan,"New York City Police Department, NY","Tuesday, June 26, 1951",Heart attack,1951-06-26,1951,False,New York City Police Department, NY
11250,Police Officer Frank Fragoso Mello,"Sacramento Police Department, CA","Saturday, June 30, 1951",Motorcycle accident,1951-06-30,1951,False,Sacramento Police Department, CA
11251,Police Officer Stuart H. Loding,"Detroit Police Department, MI","Saturday, June 30, 1951",Heart attack,1951-06-30,1951,False,Detroit Police Department, MI
11252,Chief of Police James W. Ethridge,"Branchville Police Department, SC","Saturday, June 30, 1951",Gunfire,1951-06-30,1951,False,Branchville Police Department, SC
11253,Inspector Joseph Bascom Jordan,"Florida State Beverage Department, FL","Saturday, July 7, 1951",Automobile accident,1951-07-07,1951,False,Florida State Beverage Department, FL
11254,Officer Robert Bush Butler,"Hobbs Police Department, NM","Saturday, July 7, 1951",Gunfire,1951-07-07,1951,False,Hobbs Police Department, NM
11255,Deputy U.S. Marshal Fred L. Peterson,"United States Department of Justice - United States Marshals Service, US","Saturday, July 14, 1951",Automobile accident,1951-07-14,1951,False,United States Department of Justice - United States Marshals Service, US
